Wavelength	CoastalAerosol	Blue	Green	Red	NIR	Cirrus	SWIR1	SWIR2	Pan
560	0	0	0.966534	0	0	0	0	0	0.889903
561	0	0	0.977656	0	0	0	0	0	0.893427
562	0	0	0.966447	0	0	0	0	0	0.885948
563	0	0	0.953399	0	0	0	0	0	0.874097
564	0	0	0.958314	0	0	0	0	0	0.875674
565	0	0	0.970039	0	0	0	0	0	0.882402
566	0	0	0.978607	0	0	0	0	0	0.891375
567	0	0	0.983397	0	0	0	0	0	0.901194
568	0	0	0.98096	0	0	0	0	0	0.903528
569	0	0	0.974522	0	0	0	0	0	0.902826
570	0	0	0.967229	0	0	0	0	0	0.907551
571	0	0	0.979406	0	0	0	0	0	0.91435
572	0	0	0.978208	0	0	0	0	0	0.914932
573	0	0	0.975818	0	0	0	0	0	0.91319
574	0	0	0.974392	0	0	0	0	0	0.915508
575	0	0	0.979973	0	0	0	0	0	0.919554
576	0	0	0.968827	0	0	0	0	0	0.920802
577	0	0	0.969181	0	0	0	0	0	0.92104
578	0	0	0.967838	0	0	0	0	0	0.924431
579	0	0	0.982956	0	0	0	0	0	0.929105
580	0	0	0.979598	0	0	0	0	0	0.930068
581	0	0	0.963811	0	0	0	0	0	0.929551
582	0	0	0.968886	0	0	0	0	0	0.937549
583	0	0	0.983655	0	0	0	0	0	0.948863
584	0	0	0.986657	0	0	0	0	0	0.947084
585	0	0	0.974207	0	0	0	0	0	0.940273
586	0	0	0.946407	0	0	0	0	0	0.940813
587	0	0	0.904478	0	0	0	0	0	0.944136
588	0	0	0.809275	0	0	0	0	0	0.945674
589	0	0	0.684974	0	0	0	0	0	0.946566
590	0	0	0.525304	0	0	0	0	0	0.942462
591	0	0	0.345364	0	0	0	0	0	0.936298
592	0	0	0.190467	0	0	0	0	0	0.939621
593	0	0	0.087833	0	0	0	0	0	0.946659
594	0	0	0.035393	0	0	0	0	0	0.942374
595	0	0	0.014077	0	0	0	0	0	0.933839
596	0	0	0.005944	0	0	0	0	0	0.93425
597	0	0	0.002574	0	0	0	0	0	0.93784
598	0	0	0.001046	0	0	0	0	0	0.940838
599	0	0	0.000394	0	0	0	0	0	0.943626
600	0	0	0.000085	0	0	0	0	0	0.952415
601	0	0	-0.000084	0	0	0	0	0	0.963664
602	0	0	-0.000194	0	0	0	0	0	0.967381
603	0	0	-0.000234	0	0	0	0	0	0.968241
604	0	0	-0.000292	0	0	0	0	0	0.968233
605	0	0	-0.000307	0	0	0	0	0	0.967878
606	0	0	-0.000343	0	0	0	0	0	0.965083
607	0	0	-0.000348	0	0	0	0	0	0.961367
608	0	0	-0.000329	0	0	0	0	0	0.957232
609	0	0	-0.000351	0	0	0	0	0	0.952939
610	0	0	-0.000317	0	0	0	0	0	0.949345
611	0	0	0	0	0	0	0	0	0.946006
612	0	0	0	0	0	0	0	0	0.948081
613	0	0	0	0	0	0	0	0	0.952465
614	0	0	0	0	0	0	0	0	0.954526
615	0	0	0	0	0	0	0	0	0.955814
616	0	0	0	0	0	0	0	0	0.959149
617	0	0	0	0	0	0	0	0	0.963216
618	0	0	0	0	0	0	0	0	0.964158
619	0	0	0	0	0	0	0	0	0.963953
620	0	0	0	0	0	0	0	0	0.965943
621	0	0	0	0	0	0	0	0	0.968789
622	0	0	0	0	0	0	0	0	0.972688
623	0	0	0	0	0	0	0	0	0.977026
624	0	0	0	0	0	0	0	0	0.978028
625	0	0	0	-0.000342	0	0	0	0	0.977901
626	0	0	0	0.00027	0	0	0	0	0.974158
627	0	0	0	0.000895	0	0	0	0	0.969078
628	0	0	0	0.00185	0	0	0	0	0.969583
629	0	0	0	0.003648	0	0	0	0	0.972297
630	0	0	0	0.007197	0	0	0	0	0.972906
631	0	0	0	0.014515	0	0	0	0	0.972708
632	0	0	0	0.030432	0	0	0	0	0.969732
633	0	0	0	0.066861	0	0	0	0	0.96578
634	0	0	0	0.148518	0	0	0	0	0.965561
635	0	0	0	0.299778	0	0	0	0	0.966835
636	0	0	0	0.526812	0	0	0	0	0.966641
637	0	0	0	0.764443	0	0	0	0	0.965899
638	0	0	0	0.905473	0	0	0	0	0.972067
639	0	0	0	0.947949	0	0	0	0	0.981077
640	0	0	0	0.950823	0	0	0	0	0.980971
641	0	0	0	0.947418	0	0	0	0	0.977722
642	0	0	0	0.951831	0	0	0	0	0.974405
643	0	0	0	0.962705	0	0	0	0	0.971123
644	0	0	0	0.975075	0	0	0	0	0.963139
645	0	0	0	0.984173	0	0	0	0	0.95326
646	0	0	0	0.983613	0	0	0	0	0.953494
647	0	0	0	0.983434	0	0	0	0	0.957536
648	0	0	0	0.982911	0	0	0	0	0.963851
649	0	0	0	0.973636	0	0	0	0	0.970928
650	0	0	0	0.959441	0	0	0	0	0.969453
651	0	0	0	0.955641	0	0	0	0	0.96475
652	0	0	0	0.955548	0	0	0	0	0.966541
653	0	0	0	0.953337	0	0	0	0	0.970613
654	0	0	0	0.956628	0	0	0	0	0.973941
655	0	0	0	0.981688	0	0	0	0	0.977055
656	0	0	0	1	0	0	0	0	0.982894
657	0	0	0	0.992388	0	0	0	0	0.98977
658	0	0	0	0.984615	0	0	0	0	0.988302
659	0	0	0	0.981568	0	0	0	0	0.983542
660	0	0	0	0.97696	0	0	0	0	0.987968
661	0	0	0	0.97298	0	0	0	0	0.995538
662	0	0	0	0.98108	0	0	0	0	0.998579
663	0	0	0	0.996804	0	0	0	0	1
664	0	0	0	0.992142	0	0	0	0	0.99981
665	0	0	0	0.980678	0	0	0	0	0.999061
666	0	0	0	0.964002	0	0	0	0	0.997891
667	0	0	0	0.962154	0	0	0	0	0.99658
668	0	0	0	0.970778	0	0	0	0	0.992555
669	0	0	0	0.96718	0	0	0	0	0.987369
670	0	0	0	0.966928	0	0	0	0	0.985862
671	0	0	0	0.949928	0	0	0	0	0.985761
672	0	0	0	0.848855	0	0	0	0	0.955679
673	0	0	0	0.609359	0	0	0	0	0.913945
674	0	0	0	0.31635	0	0	0	0	0.78014
675	0	0	0	0.123946	0	0	0	0	0.610197
676	0	0	0	0.046033	0	0	0	0	0.438556
677	0	0	0	0.017702	0	0	0	0	0.266714
678	0	0	0	0.007333	0	0	0	0	0.167313
679	0	0	0	0.003205	0	0	0	0	0.094013
680	0	0	0	0.001402	0	0	0	0	0.057564
681	0	0	0	0.000554	0	0	0	0	0.034787
682	0	0	0	0.000117	0	0	0	0	0.022882
683	0	0	0	-0.000122	0	0	0	0	0.015178
684	0	0	0	-0.000289	0	0	0	0	0.010755
685	0	0	0	-0.000376	0	0	0	0	0.007663
686	0	0	0	-0.000396	0	0	0	0	0.005756
687	0	0	0	-0.000458	0	0	0	0	0.004292
688	0	0	0	-0.000488	0	0	0	0	0.00322
689	0	0	0	-0.000457	0	0	0	0	0.002283
690	0	0	0	-0.000429	0	0	0	0	0.001545
691	0	0	0	-0.000417	0	0	0	0	0.000879
692	0	0	0	0	0	0	0	0	0.000214
693	0	0	0	0	0	0	0	0	0
694	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0
696	0	0	0	0	0	0	0	0	0
697	0	0	0	0	0	0	0	0	0
698	0	0	0	0	0	0	0	0	0
699	0	0	0	0	0	0	0	0	0
700	0	0	0	0	0	0	0	0	0
701	0	0	0	0	0	0	0	0	0
702	0	0	0	0	0	0	0	0	0
703	0	0	0	0	0	0	0	0	0
704	0	0	0	0	0	0	0	0	0
705	0	0	0	0	0	0	0	0	0
706	0	0	0	0	0	0	0	0	0
707	0	0	0	0	0	0	0	0	0
708	0	0	0	0	0	0	0	0	0
709	0	0	0	0	0	0	0	0	0
710	0	0	0	0	0	0	0	0	0
711	0	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	0	0
713	0	0	0	0	0	0	0	0	0
714	0	0	0	0	0	0	0	0	0
715	0	0	0	0	0	0	0	0	0
716	0	0	0	0	0	0	0	0	0
717	0	0	0	0	0	0	0	0	0
718	0	0	0	0	0	0	0	0	0
719	0	0	0	0	0	0	0	0	0
720	0	0	0	0	0	0	0	0	0
721	0	0	0	0	0	0	0	0	0
722	0	0	0	0	0	0	0	0	0
723	0	0	0	0	0	0	0	0	0
724	0	0	0	0	0	0	0	0	0
725	0	0	0	0	0	0	0	0	0
726	0	0	0	0	0	0	0	0	0
727	0	0	0	0	0	0	0	0	0
728	0	0	0	0	0	0	0	0	0
729	0	0	0	0	0	0	0	0	0
730	0	0	0	0	0	0	0	0	0
731	0	0	0	0	0	0	0	0	0
732	0	0	0	0	0	0	0	0	0
733	0	0	0	0	0	0	0	0	0
734	0	0	0	0	0	0	0	0	0
735	0	0	0	0	0	0	0	0	0
736	0	0	0	0	0	0	0	0	0
737	0	0	0	0	0	0	0	0	0
738	0	0	0	0	0	0	0	0	0
739	0	0	0	0	0	0	0	0	0
740	0	0	0	0	0	0	0	0	0
741	0	0	0	0	0	0	0	0	0
742	0	0	0	0	0	0	0	0	0
743	0	0	0	0	0	0	0	0	0
744	0	0	0	0	0	0	0	0	0
745	0	0	0	0	0	0	0	0	0
746	0	0	0	0	0	0	0	0	0
747	0	0	0	0	0	0	0	0	0
748	0	0	0	0	0	0	0	0	0
749	0	0	0	0	0	0	0	0	0
750	0	0	0	0	0	0	0	0	0
751	0	0	0	0	0	0	0	0	0
752	0	0	0	0	0	0	0	0	0
753	0	0	0	0	0	0	0	0	0
754	0	0	0	0	0	0	0	0	0
755	0	0	0	0	0	0	0	0	0
756	0	0	0	0	0	0	0	0	0
757	0	0	0	0	0	0	0	0	0
758	0	0	0	0	0	0	0	0	0
759	0	0	0	0	0	0	0	0	0
760	0	0	0	0	0	0	0	0	0
761	0	0	0	0	0	0	0	0	0
762	0	0	0	0	0	0	0	0	0
763	0	0	0	0	0	0	0	0	0
764	0	0	0	0	0	0	0	0	0
765	0	0	0	0	0	0	0	0	0
766	0	0	0	0	0	0	0	0	0
767	0	0	0	0	0	0	0	0	0
768	0	0	0	0	0	0	0	0	0
769	0	0	0	0	0	0	0	0	0
770	0	0	0	0	0	0	0	0	0
771	0	0	0	0	0	0	0	0	0
772	0	0	0	0	0	0	0	0	0
773	0	0	0	0	0	0	0	0	0
774	0	0	0	0	0	0	0	0	0
775	0	0	0	0	0	0	0	0	0
776	0	0	0	0	0	0	0	0	0
777	0	0	0	0	0	0	0	0	0
778	0	0	0	0	0	0	0	0	0
779	0	0	0	0	0	0	0	0	0
780	0	0	0	0	0	0	0	0	0
781	0	0	0	0	0	0	0	0	0
782	0	0	0	0	0	0	0	0	0
783	0	0	0	0	0	0	0	0	0
784	0	0	0	0	0	0	0	0	0
785	0	0	0	0	0	0	0	0	0
786	0	0	0	0	0	0	0	0	0
787	0	0	0	0	0	0	0	0	0
788	0	0	0	0	0	0	0	0	0
789	0	0	0	0	0	0	0	0	0
790	0	0	0	0	0	0	0	0	0
791	0	0	0	0	0	0	0	0	0
792	0	0	0	0	0	0	0	0	0
793	0	0	0	0	0	0	0	0	0
794	0	0	0	0	0	0	0	0	0
795	0	0	0	0	0	0	0	0	0
796	0	0	0	0	0	0	0	0	0
797	0	0	0	0	0	0	0	0	0
798	0	0	0	0	0	0	0	0	0
799	0	0	0	0	0	0	0	0	0
800	0	0	0	0	0	0	0	0	0
801	0	0	0	0	0	0	0	0	0
802	0	0	0	0	0	0	0	0	0
803	0	0	0	0	0	0	0	0	0
804	0	0	0	0	0	0	0	0	0
805	0	0	0	0	0	0	0	0	0
806	0	0	0	0	0	0	0	0	0
807	0	0	0	0	0	0	0	0	0
808	0	0	0	0	0	0	0	0	0
809	0	0	0	0	0	0	0	0	0
810	0	0	0	0	0	0	0	0	0
811	0	0	0	0	0	0	0	0	0
812	0	0	0	0	0	0	0	0	0
813	0	0	0	0	0	0	0	0	0
814	0	0	0	0	0	0	0	0	0
815	0	0	0	0	0	0	0	0	0
816	0	0	0	0	0	0	0	0	0
817	0	0	0	0	0	0	0	0	0
818	0	0	0	0	0	0	0	0	0
819	0	0	0	0	0	0	0	0	0
820	0	0	0	0	0	0	0	0	0
821	0	0	0	0	0	0	0	0	0
822	0	0	0	0	0	0	0	0	0
823	0	0	0	0	0	0	0	0	0
824	0	0	0	0	0	0	0	0	0
825	0	0	0	0	0	0	0	0	0
826	0	0	0	0	0	0	0	0	0
827	0	0	0	0	0	0	0	0	0
828	0	0	0	0	0	0	0	0	0
829	0	0	0	0	-0.000034	0	0	0	0
830	0	0	0	0	0.000011	0	0	0	0
831	0	0	0	0	0.00005	0	0	0	0
832	0	0	0	0	0.0001	0	0	0	0
833	0	0	0	0	0.000239	0	0	0	0
834	0	0	0	0	0.000314	0	0	0	0
835	0	0	0	0	0.000495	0	0	0	0
836	0	0	0	0	0.000719	0	0	0	0
837	0	0	0	0	0.000986	0	0	0	0
838	0	0	0	0	0.001445	0	0	0	0
839	0	0	0	0	0.002107	0	0	0	0
840	0	0	0	0	0.00316	0	0	0	0
841	0	0	0	0	0.004744	0	0	0	0
842	0	0	0	0	0.007059	0	0	0	0
843	0	0	0	0	0.0109	0	0	0	0
844	0	0	0	0	0.017346	0	0	0	0
845	0	0	0	0	0.028332	0	0	0	0
846	0	0	0	0	0.048191	0	0	0	0
847	0	0	0	0	0.084363	0	0	0	0
848	0	0	0	0	0.145365	0	0	0	0
849	0	0	0	0	0.249733	0	0	0	0
850	0	0	0	0	0.403526	0	0	0	0
851	0	0	0	0	0.582623	0	0	0	0
852	0	0	0	0	0.745037	0	0	0	0
853	0	0	0	0	0.890315	0	0	0	0
854	0	0	0	0	0.960215	0	0	0	0
855	0	0	0	0	0.986833	0	0	0	0
856	0	0	0	0	0.973133	0	0	0	0
857	0	0	0	0	0.980606	0	0	0	0
858	0	0	0	0	0.99612	0	0	0	0
859	0	0	0	0	1	0	0	0	0
860	0	0	0	0	0.989777	0	0	0	0
861	0	0	0	0	0.980733	0	0	0	0
862	0	0	0	0	0.975935	0	0	0	0
863	0	0	0	0	0.972043	0	0	0	0
864	0	0	0	0	0.957357	0	0	0	0
865	0	0	0	0	0.951209	0	0	0	0
866	0	0	0	0	0.947044	0	0	0	0
867	0	0	0	0	0.953162	0	0	0	0
868	0	0	0	0	0.951499	0	0	0	0
869	0	0	0	0	0.94845	0	0	0	0
870	0	0	0	0	0.940094	0	0	0	0
871	0	0	0	0	0.950632	0	0	0	0
872	0	0	0	0	0.956079	0	0	0	0
873	0	0	0	0	0.96646	0	0	0	0
874	0	0	0	0	0.969821	0	0	0	0
875	0	0	0	0	0.93661	0	0	0	0
876	0	0	0	0	0.891066	0	0	0	0
877	0	0	0	0	0.788733	0	0	0	0
878	0	0	0	0	0.63532	0	0	0	0
879	0	0	0	0	0.448364	0	0	0	0
880	0	0	0	0	0.288847	0	0	0	0
881	0	0	0	0	0.174619	0	0	0	0
882	0	0	0	0	0.100343	0	0	0	0
883	0	0	0	0	0.058265	0	0	0	0
884	0	0	0	0	0.034532	0	0	0	0
885	0	0	0	0	0.02072	0	0	0	0
886	0	0	0	0	0.01244	0	0	0	0
887	0	0	0	0	0.007601	0	0	0	0
888	0	0	0	0	0.004702	0	0	0	0
889	0	0	0	0	0.002944	0	0	0	0
890	0	0	0	0	0.00187	0	0	0	0
891	0	0	0	0	0.001192	0	0	0	0
892	0	0	0	0	0.000743	0	0	0	0
893	0	0	0	0	0.000423	0	0	0	0
894	0	0	0	0	0.000241	0	0	0	0
895	0	0	0	0	0.000116	0	0	0	0
896	0	0	0	0	0.000044	0	0	0	0
897	0	0	0	0	-0.000013	0	0	0	0
898	0	0	0	0	-0.00005	0	0	0	0
899	0	0	0	0	-0.000084	0	0	0	0
900	0	0	0	0	-0.0001	0	0	0	0
901	0	0	0	0	0	0	0	0	0
902	0	0	0	0	0	0	0	0	0
903	0	0	0	0	0	0	0	0	0
904	0	0	0	0	0	0	0	0	0
905	0	0	0	0	0	0	0	0	0
906	0	0	0	0	0	0	0	0	0
907	0	0	0	0	0	0	0	0	0
908	0	0	0	0	0	0	0	0	0
909	0	0	0	0	0	0	0	0	0
910	0	0	0	0	0	0	0	0	0
911	0	0	0	0	0	0	0	0	0
912	0	0	0	0	0	0	0	0	0
913	0	0	0	0	0	0	0	0	0
914	0	0	0	0	0	0	0	0	0
915	0	0	0	0	0	0	0	0	0
916	0	0	0	0	0	0	0	0	0
917	0	0	0	0	0	0	0	0	0
918	0	0	0	0	0	0	0	0	0
919	0	0	0	0	0	0	0	0	0
920	0	0	0	0	0	0	0	0	0
921	0	0	0	0	0	0	0	0	0
922	0	0	0	0	0	0	0	0	0
923	0	0	0	0	0	0	0	0	0
924	0	0	0	0	0	0	0	0	0
925	0	0	0	0	0	0	0	0	0
926	0	0	0	0	0	0	0	0	0
927	0	0	0	0	0	0	0	0	0
928	0	0	0	0	0	0	0	0	0
929	0	0	0	0	0	0	0	0	0
930	0	0	0	0	0	0	0	0	0
931	0	0	0	0	0	0	0	0	0
932	0	0	0	0	0	0	0	0	0
933	0	0	0	0	0	0	0	0	0
934	0	0	0	0	0	0	0	0	0
935	0	0	0	0	0	0	0	0	0
936	0	0	0	0	0	0	0	0	0
937	0	0	0	0	0	0	0	0	0
938	0	0	0	0	0	0	0	0	0
939	0	0	0	0	0	0	0	0	0
940	0	0	0	0	0	0	0	0	0
941	0	0	0	0	0	0	0	0	0
942	0	0	0	0	0	0	0	0	0
943	0	0	0	0	0	0	0	0	0
944	0	0	0	0	0	0	0	0	0
945	0	0	0	0	0	0	0	0	0
946	0	0	0	0	0	0	0	0	0
947	0	0	0	0	0	0	0	0	0
948	0	0	0	0	0	0	0	0	0
949	0	0	0	0	0	0	0	0	0
950	0	0	0	0	0	0	0	0	0
951	0	0	0	0	0	0	0	0	0
952	0	0	0	0	0	0	0	0	0
953	0	0	0	0	0	0	0	0	0
954	0	0	0	0	0	0	0	0	0
955	0	0	0	0	0	0	0	0	0
956	0	0	0	0	0	0	0	0	0
957	0	0	0	0	0	0	0	0	0
958	0	0	0	0	0	0	0	0	0
959	0	0	0	0	0	0	0	0	0
960	0	0	0	0	0	0	0	0	0
961	0	0	0	0	0	0	0	0	0
962	0	0	0	0	0	0	0	0	0
963	0	0	0	0	0	0	0	0	0
964	0	0	0	0	0	0	0	0	0
965	0	0	0	0	0	0	0	0	0
966	0	0	0	0	0	0	0	0	0
967	0	0	0	0	0	0	0	0	0
968	0	0	0	0	0	0	0	0	0
969	0	0	0	0	0	0	0	0	0
970	0	0	0	0	0	0	0	0	0
971	0	0	0	0	0	0	0	0	0
972	0	0	0	0	0	0	0	0	0
973	0	0	0	0	0	0	0	0	0
974	0	0	0	0	0	0	0	0	0
975	0	0	0	0	0	0	0	0	0
976	0	0	0	0	0	0	0	0	0
977	0	0	0	0	0	0	0	0	0
978	0	0	0	0	0	0	0	0	0
979	0	0	0	0	0	0	0	0	0
980	0	0	0	0	0	0	0	0	0
981	0	0	0	0	0	0	0	0	0
982	0	0	0	0	0	0	0	0	0
983	0	0	0	0	0	0	0	0	0
984	0	0	0	0	0	0	0	0	0
985	0	0	0	0	0	0	0	0	0
986	0	0	0	0	0	0	0	0	0
987	0	0	0	0	0	0	0	0	0
988	0	0	0	0	0	0	0	0	0
989	0	0	0	0	0	0	0	0	0
990	0	0	0	0	0	0	0	0	0
991	0	0	0	0	0	0	0	0	0
992	0	0	0	0	0	0	0	0	0
993	0	0	0	0	0	0	0	0	0
994	0	0	0	0	0	0	0	0	0
995	0	0	0	0	0	0	0	0	0
996	0	0	0	0	0	0	0	0	0
997	0	0	0	0	0	0	0	0	0
998	0	0	0	0	0	0	0	0	0
999	0	0	0	0	0	0	0	0	0
1000	0	0	0	0	0	0	0	0	0
1001	0	0	0	0	0	0	0	0	0
1002	0	0	0	0	0	0	0	0	0
1003	0	0	0	0	0	0	0	0	0
1004	0	0	0	0	0	0	0	0	0
1005	0	0	0	0	0	0	0	0	0
1006	0	0	0	0	0	0	0	0	0
1007	0	0	0	0	0	0	0	0	0
